customer_id,name,city,signup_date,loyalty_tier,total_orders,total_spent,last_purchase_date,preferred_store,churned_flag
CU00271,Naina Bose,Bengaluru,2023-09-03,Gold,3,6636.33,2025-11-28,S3,0
CU00272,Kabir Desai,Bengaluru,2023-08-16,Basic,7,15501.93,2025-11-11,S1,0
CU00273,Yash Sethi,Bengaluru,2024-04-25,Silver,6,15223.45,2024-01-03,S3,1
CU00274,Kabir Sethi,Bengaluru,2025-10-21,Silver,1,3512.8,2025-11-18,S1,0
CU00275,Nandini Desai,Bengaluru,2024-10-22,Gold,2,6267.89,2025-11-11,S3,0
CU00276,Kabir Bose,Bengaluru,2025-03-06,Basic,2,5450.73,2024-06-08,S3,1
CU00277,Yash Rane,Bengaluru,2023-06-10,Gold,8,13146.43,2025-11-17,S3,0
CU00278,Aryan Malhotra,Bengaluru,2024-07-16,Silver,2,5977.28,2025-11-13,S3,0
CU00279,Vivaan Bose,Bengaluru,2023-11-13,Basic,1,1735.13,2024-11-09,S1,1
CU00280,Anika Desai,Bengaluru,2025-02-01,Basic,6,9898.57,2024-11-02,S3,1
CU00281,Ishita Desai,Bengaluru,2025-05-08,Gold,2,7439.74,2025-11-26,S2,0
CU00282,Aryan Ahluwalia,Bengaluru,2025-11-07,Silver,3,5875.34,2025-11-28,S3,0
CU00283,Ishita Malhotra,Bengaluru,2025-01-12,Silver,7,24833.89,2024-06-21,S3,1
CU00284,Anika Desai,Bengaluru,2024-09-22,Gold,4,8664.56,2025-11-19,S1,0
CU00285,Aditya Desai,Bengaluru,2023-08-09,Gold,8,33326.73,2024-10-24,S1,1
CU00286,Meher Ahluwalia,Bengaluru,2024-12-15,Gold,4,12456.84,2025-11-25,S2,0
CU00287,Aisha Bhatia,Bengaluru,2023-11-28,Gold,2,5764.51,2025-11-25,S3,0
CU00288,Anika Rane,Bengaluru,2023-06-14,Silver,3,4645.24,2025-11-22,S2,0
CU00289,Vivaan Sethi,Bengaluru,2025-08-30,Platinum,1,2831.87,2025-11-25,S3,0
CU00290,Kabir Bhatia,Bengaluru,2024-09-12,Silver,4,11334.49,2024-11-04,S1,1
CU00291,Simran Desai,Bengaluru,2024-08-26,Basic,3,9053.0,2024-05-14,S2,1
CU00292,Simran Bhatia,Bengaluru,2024-09-30,Platinum,2,8852.09,2025-11-10,S1,0
CU00293,Meher Sethi,Bengaluru,2023-06-30,Basic,2,3981.35,2025-11-09,S3,0
CU00294,Vivaan Chatterjee,Bengaluru,2025-08-04,Silver,8,23874.63,2024-09-12,S3,1
CU00295,Meher Rane,Bengaluru,2023-08-15,Basic,3,8623.59,2025-11-29,S3,0
CU00296,Aryan Rane,Bengaluru,2024-07-19,Basic,4,6047.45,2025-11-17,S3,0
CU00297,Meher Desai,Bengaluru,2024-11-15,Basic,6,12071.53,2024-03-27,S2,1
CU00298,Tanvi Desai,Bengaluru,2024-05-10,Silver,3,11653.78,2024-04-18,S2,1
CU00299,Aryan Ahluwalia,Bengaluru,2025-05-23,Platinum,7,26316.75,2025-12-01,S1,0
CU00300,Aditya Bose,Bengaluru,2023-06-04,Basic,3,4345.02,2025-11-25,S1,0
CU00301,Manav Bose,Bengaluru,2024-12-09,Platinum,3,12508.99,2025-11-22,S2,0
CU00302,Naina Kapoor,Bengaluru,2024-04-06,Gold,5,9351.43,2025-11-20,S3,0
CU00303,Kabir Malhotra,Bengaluru,2024-12-15,Platinum,4,17439.01,2025-11-27,S1,0
CU00304,Aisha Sethi,Bengaluru,2024-11-14,Gold,5,15549.48,2025-11-13,S2,0
CU00305,Vivaan Desai,Bengaluru,2023-06-18,Basic,2,6493.2,2025-11-22,S3,0
CU00306,Manav Rane,Bengaluru,2025-02-18,Silver,5,10786.44,2024-10-02,S3,1
CU00307,Aditya Bose,Bengaluru,2025-11-07,Platinum,3,10269.13,2025-11-16,S3,0
CU00308,Aisha Desai,Bengaluru,2025-02-02,Platinum,3,7093.65,2025-11-07,S1,0
CU00309,Kriti Bose,Bengaluru,2024-03-12,Silver,2,6723.3,2024-04-26,S3,1
CU00310,Nandini Ahluwalia,Bengaluru,2023-11-18,Basic,1,2342.09,2025-11-29,S3,0
CU00311,Kabir Chopra,Bengaluru,2024-02-23,Gold,3,11140.03,2025-11-08,S3,0
CU00312,Naina Ahluwalia,Bengaluru,2024-10-22,Gold,5,8069.74,2025-11-24,S1,0
CU00313,Aryan Kapoor,Bengaluru,2025-02-16,Basic,2,8837.57,2025-11-11,S3,0
CU00314,Meher Desai,Bengaluru,2024-05-30,Silver,6,7737.61,2024-12-25,S2,1
CU00315,Naina Rane,Bengaluru,2024-09-28,Gold,5,8837.64,2024-02-26,S2,1
CU00316,Kabir Sethi,Bengaluru,2023-08-25,Silver,3,7365.7,2025-11-09,S3,0
CU00317,Naina Chopra,Bengaluru,2023-09-10,Basic,4,13005.84,2024-02-19,S3,1
CU00318,Kabir Malhotra,Bengaluru,2024-03-05,Platinum,5,19754.8,2025-11-24,S3,0
CU00319,Tanvi Sethi,Bengaluru,2025-01-29,Gold,3,4779.25,2025-11-28,S2,0
CU00320,Nandini Kapoor,Bengaluru,2025-07-01,Silver,4,8889.15,2025-11-12,S1,0
CU00321,Naina Rane,Bengaluru,2024-12-14,Basic,7,22019.27,2024-04-10,S2,1
CU00322,Simran Bose,Bengaluru,2025-03-09,Basic,1,3772.53,2024-05-11,S3,1
CU00323,Meher Rane,Bengaluru,2025-10-16,Gold,3,6647.12,2025-11-29,S1,0
CU00324,Yash Rane,Bengaluru,2024-12-23,Silver,4,11580.77,2025-11-10,S3,0
CU00325,Rishi Ahluwalia,Bengaluru,2023-11-22,Silver,3,8882.32,2025-11-30,S3,0
CU00326,Rishi Bose,Bengaluru,2024-04-10,Gold,6,10448.05,2024-09-02,S1,1
CU00327,Naina Sethi,Bengaluru,2024-10-31,Silver,3,7237.26,2025-11-30,S2,0
CU00328,Vivaan Bhatia,Bengaluru,2025-10-23,Gold,5,11794.88,2025-11-24,S1,0
CU00329,Aryan Sethi,Bengaluru,2025-02-10,Silver,8,10498.06,2024-06-24,S3,1
CU00330,Yash Chatterjee,Bengaluru,2023-09-09,Basic,3,5222.0,2025-11-18,S3,0
CU00331,Simran Chatterjee,Bengaluru,2024-05-07,Silver,2,5885.56,2024-09-01,S2,1
CU00332,Simran Rane,Bengaluru,2024-01-31,Silver,6,8278.45,2025-11-08,S1,0
CU00333,Yash Sethi,Bengaluru,2023-07-24,Basic,3,4310.32,2024-03-26,S3,1
CU00334,Kriti Rane,Bengaluru,2023-08-24,Silver,5,7978.35,2025-11-29,S3,0
CU00335,Anika Rane,Bengaluru,2025-05-06,Silver,3,11925.13,2024-09-06,S3,1
CU00336,Anika Kapoor,Bengaluru,2024-02-16,Basic,1,4452.37,2024-08-21,S3,1
CU00337,Naina Desai,Bengaluru,2023-09-13,Gold,1,2803.58,2025-11-19,S2,0
CU00338,Nandini Rane,Bengaluru,2025-10-18,Silver,5,11367.81,2025-11-07,S1,0
CU00339,Simran Rane,Bengaluru,2025-04-14,Basic,9,39396.39,2025-11-24,S1,0
CU00340,Kriti Rane,Bengaluru,2024-05-16,Gold,7,19911.92,2025-11-08,S3,0
CU00341,Dev Chatterjee,Bengaluru,2023-09-26,Gold,4,5614.39,2024-08-22,S1,1
CU00342,Tanvi Bose,Bengaluru,2023-06-28,Gold,4,10516.01,2025-11-21,S3,0
CU00343,Farhan Rane,Bengaluru,2024-05-17,Silver,7,16455.02,2025-11-25,S1,0
CU00344,Aryan Bhatia,Bengaluru,2025-06-11,Platinum,5,11707.91,2025-11-21,S3,0
CU00345,Kriti Ahluwalia,Bengaluru,2024-02-23,Gold,7,20426.58,2025-11-20,S3,0
CU00346,Kriti Chopra,Bengaluru,2025-03-26,Basic,7,17781.12,2025-11-16,S3,0
CU00347,Aditya Chopra,Bengaluru,2025-03-25,Silver,4,17438.55,2024-09-15,S2,1
CU00348,Tanvi Chatterjee,Bengaluru,2023-09-01,Gold,6,21001.5,2025-11-28,S1,0
CU00349,Zara Chopra,Bengaluru,2023-12-27,Platinum,7,17235.38,2024-08-03,S2,1
CU00350,Farhan Bhatia,Bengaluru,2023-12-01,Gold,1,4092.19,2024-09-19,S3,1
CU00351,Rohit Rane,Bengaluru,2023-08-27,Gold,7,8834.01,2025-11-22,S1,0
CU00352,Kriti Malhotra,Bengaluru,2025-09-30,Gold,4,8908.4,2024-02-18,S2,1
CU00353,Tanvi Bhatia,Bengaluru,2023-12-19,Silver,5,7453.4,2025-11-26,S3,0
CU00354,Rohit Ahluwalia,Bengaluru,2025-03-12,Basic,4,6829.1,2024-11-01,S1,1
CU00355,Yash Bose,Bengaluru,2025-10-17,Silver,5,13395.59,2024-03-10,S1,1
CU00356,Kabir Malhotra,Bengaluru,2025-09-26,Silver,6,16838.63,2025-11-20,S3,0
CU00357,Vivaan Malhotra,Bengaluru,2023-12-16,Gold,2,8727.28,2025-11-27,S2,0
CU00358,Naina Rane,Bengaluru,2024-11-03,Basic,4,16000.38,2024-09-17,S2,1
CU00359,Aisha Desai,Bengaluru,2024-01-27,Basic,1,3360.04,2025-11-16,S3,0
CU00360,Aryan Bhatia,Bengaluru,2025-03-01,Gold,3,8020.96,2025-11-22,S1,0
CU00361,Yash Ahluwalia,Bengaluru,2024-10-03,Silver,3,9212.09,2024-11-03,S3,1
CU00362,Rishi Desai,Bengaluru,2024-01-28,Gold,3,10398.06,2025-11-18,S3,0
CU00363,Aditya Bose,Bengaluru,2024-09-11,Silver,6,15822.0,2025-11-16,S2,0
CU00364,Farhan Chatterjee,Bengaluru,2024-04-01,Basic,3,8710.36,2024-02-07,S1,1
CU00365,Ishita Desai,Bengaluru,2024-12-01,Basic,4,10071.38,2024-09-15,S3,1
CU00366,Kriti Bose,Bengaluru,2023-06-30,Basic,5,20564.75,2025-11-09,S3,0
CU00367,Tanvi Rane,Bengaluru,2023-06-15,Silver,3,9060.68,2025-11-14,S2,0
CU00368,Dev Chatterjee,Bengaluru,2023-12-16,Basic,6,25854.79,2025-11-20,S3,0
CU00369,Zara Sethi,Bengaluru,2025-05-24,Gold,4,7186.54,2024-07-27,S1,1
CU00370,Naina Bose,Bengaluru,2024-02-02,Platinum,7,30468.17,2025-11-12,S3,0
CU00371,Ishita Ahluwalia,Bengaluru,2025-04-09,Gold,5,21792.32,2025-11-16,S3,0
CU00372,Nandini Chopra,Bengaluru,2025-02-10,Silver,5,8452.17,2025-11-11,S3,0
CU00373,Aditya Sethi,Bengaluru,2024-07-03,Basic,4,9023.26,2025-11-13,S1,0
CU00374,Zara Kapoor,Bengaluru,2025-07-13,Silver,6,22770.38,2025-11-18,S1,0
CU00375,Manav Rane,Bengaluru,2024-09-22,Basic,6,20687.09,2024-03-18,S3,1
CU00376,Dev Chatterjee,Bengaluru,2023-08-03,Silver,6,7811.43,2025-11-13,S1,0
CU00377,Tanvi Malhotra,Bengaluru,2024-10-26,Basic,10,24491.25,2025-11-23,S2,0
CU00378,Kabir Ahluwalia,Bengaluru,2023-12-11,Gold,3,9611.03,2025-11-17,S3,0
CU00379,Kriti Ahluwalia,Bengaluru,2025-06-23,Gold,5,17862.39,2025-11-08,S3,0
CU00380,Yash Bhatia,Bengaluru,2025-05-30,Basic,7,30109.36,2024-11-22,S1,1
CU00381,Zara Ahluwalia,Bengaluru,2024-05-27,Silver,4,13518.11,2025-11-13,S1,0
CU00382,Kabir Bose,Bengaluru,2025-07-24,Silver,4,16598.15,2024-07-18,S1,1
CU00383,Yash Bhatia,Bengaluru,2025-02-04,Gold,4,16453.63,2025-11-13,S2,0
CU00384,Nandini Malhotra,Bengaluru,2023-12-05,Gold,4,4881.78,2024-12-24,S3,1
CU00385,Zara Bose,Bengaluru,2025-06-22,Basic,3,4437.23,2024-05-01,S2,1
CU00386,Zara Rane,Bengaluru,2024-10-26,Silver,3,5871.01,2025-11-07,S1,0
CU00387,Aryan Ahluwalia,Bengaluru,2023-10-28,Silver,2,7745.85,2025-11-26,S2,0
CU00388,Manav Chopra,Bengaluru,2023-12-28,Basic,4,11652.49,2024-11-08,S3,1
CU00389,Simran Bose,Bengaluru,2025-10-27,Silver,3,8308.54,2025-11-27,S1,0
CU00390,Anika Malhotra,Bengaluru,2024-10-09,Basic,9,31525.67,2025-11-09,S2,0
CU00391,Ishita Chopra,Bengaluru,2023-08-14,Silver,3,11447.91,2025-11-22,S1,0
CU00392,Kriti Desai,Bengaluru,2024-02-26,Basic,3,8600.71,2025-11-29,S1,0
CU00393,Kriti Bhatia,Bengaluru,2024-01-15,Platinum,2,4638.53,2024-05-01,S1,1
CU00394,Dev Ahluwalia,Bengaluru,2024-07-24,Silver,2,5113.07,2025-11-22,S3,0
CU00395,Yash Bose,Bengaluru,2024-04-07,Basic,2,4257.89,2025-11-15,S2,0
CU00396,Anika Malhotra,Bengaluru,2025-03-07,Gold,1,3746.6,2024-08-19,S3,1
CU00397,Zara Ahluwalia,Bengaluru,2025-09-01,Gold,3,8678.63,2024-01-11,S2,1
CU00398,Aryan Ahluwalia,Bengaluru,2025-06-30,Basic,5,19427.23,2024-07-02,S1,1
CU00399,Naina Bhatia,Bengaluru,2025-10-03,Basic,5,14599.49,2025-11-21,S1,0
CU00400,Rohit Malhotra,Bengaluru,2025-09-08,Gold,3,6168.18,2025-11-24,S3,0
CU00401,Aisha Chatterjee,Bengaluru,2025-10-18,Basic,2,5368.6,2025-11-11,S2,0
CU00402,Ishita Bose,Bengaluru,2024-08-01,Gold,4,16306.91,2025-11-16,S3,0
CU00403,Dev Chatterjee,Bengaluru,2023-06-16,Basic,5,9924.64,2025-11-13,S2,0
CU00404,Ishita Desai,Bengaluru,2024-08-17,Silver,4,14727.52,2024-04-22,S3,1
CU00405,Rohit Rane,Bengaluru,2023-11-24,Gold,5,9431.35,2025-11-08,S1,0
CU00406,Ishita Rane,Bengaluru,2024-12-16,Silver,2,5800.21,2025-11-28,S2,0
CU00407,Rishi Malhotra,Bengaluru,2025-08-02,Basic,2,2460.47,2025-11-14,S2,0
CU00408,Nandini Chatterjee,Bengaluru,2024-09-11,Silver,6,11115.75,2024-04-12,S1,1
CU00409,Kabir Chopra,Bengaluru,2024-10-01,Silver,5,11562.1,2025-11-13,S2,0
CU00410,Rohit Chopra,Bengaluru,2023-12-09,Basic,3,7509.84,2025-11-08,S1,0
CU00411,Dev Sethi,Bengaluru,2025-07-03,Silver,4,10174.37,2024-10-02,S1,1
CU00412,Ishita Ahluwalia,Bengaluru,2024-09-19,Basic,1,3440.38,2025-11-30,S1,0
CU00413,Ishita Chatterjee,Bengaluru,2024-07-04,Platinum,6,10851.76,2025-11-29,S2,0
CU00414,Ishita Desai,Bengaluru,2024-06-01,Silver,4,9614.21,2025-11-26,S3,0
CU00415,Vivaan Bhatia,Bengaluru,2024-09-13,Silver,1,1718.3,2024-08-22,S2,1
CU00416,Aditya Kapoor,Bengaluru,2024-06-06,Silver,4,6687.91,2024-06-25,S1,1
CU00417,Rishi Kapoor,Bengaluru,2025-08-26,Basic,2,8200.91,2025-11-08,S1,0
CU00418,Anika Sethi,Bengaluru,2024-03-26,Silver,5,19307.88,2025-11-28,S3,0
CU00419,Aisha Desai,Bengaluru,2023-06-26,Basic,5,11992.86,2025-11-18,S2,0
CU00420,Meher Malhotra,Bengaluru,2023-10-20,Silver,5,21632.84,2025-11-17,S3,0
CU00421,Nandini Kapoor,Bengaluru,2025-06-20,Basic,5,12499.85,2025-11-13,S2,0
CU00422,Anika Bhatia,Bengaluru,2025-09-19,Gold,4,13934.37,2025-11-24,S1,0
CU00423,Kabir Rane,Bengaluru,2024-12-30,Gold,9,32508.69,2025-11-20,S3,0
CU00424,Aryan Sethi,Bengaluru,2023-06-06,Basic,3,8423.38,2025-11-17,S2,0
CU00425,Yash Desai,Bengaluru,2023-10-29,Silver,7,21964.73,2025-11-10,S2,0
CU00426,Vivaan Sethi,Bengaluru,2025-10-21,Basic,2,5176.51,2024-09-24,S2,1
CU00427,Meher Rane,Bengaluru,2023-11-13,Silver,9,26271.08,2025-11-08,S3,0
CU00428,Manav Chatterjee,Bengaluru,2024-09-15,Basic,7,18905.76,2025-11-25,S1,0
CU00429,Manav Bose,Bengaluru,2025-11-02,Silver,3,5113.34,2025-11-17,S1,0
CU00430,Aisha Kapoor,Bengaluru,2024-09-01,Basic,7,12390.53,2025-11-09,S2,0
CU00431,Rohit Rane,Bengaluru,2024-01-26,Basic,6,7481.28,2025-11-14,S1,0
CU00432,Vivaan Sethi,Bengaluru,2023-08-14,Basic,5,21999.62,2025-11-08,S3,0
CU00433,Kriti Ahluwalia,Bengaluru,2025-03-27,Platinum,8,26548.18,2025-11-30,S1,0
CU00434,Simran Kapoor,Bengaluru,2025-04-30,Gold,2,3039.64,2024-03-12,S3,1
CU00435,Anika Kapoor,Bengaluru,2025-04-10,Silver,2,7991.71,2025-11-11,S1,0
CU00436,Tanvi Bhatia,Bengaluru,2025-10-19,Basic,6,9115.65,2025-11-28,S2,0
CU00437,Vivaan Kapoor,Bengaluru,2023-12-15,Gold,2,5419.4,2024-02-03,S3,1
CU00438,Kriti Ahluwalia,Bengaluru,2025-05-03,Silver,6,11062.09,2024-01-13,S2,1
CU00439,Meher Malhotra,Bengaluru,2025-03-23,Basic,7,9167.37,2024-01-02,S3,1
CU00440,Ishita Chopra,Bengaluru,2025-07-02,Silver,4,10807.1,2024-09-17,S3,1
CU00441,Yash Sethi,Bengaluru,2023-09-09,Silver,7,30962.42,2025-11-07,S1,0
CU00442,Anika Bhatia,Bengaluru,2024-09-29,Basic,3,11276.97,2025-11-17,S1,0
CU00443,Naina Desai,Bengaluru,2025-01-01,Basic,6,19002.35,2025-11-30,S2,0
CU00444,Vivaan Kapoor,Bengaluru,2025-03-26,Basic,3,13037.87,2024-02-15,S3,1
CU00445,Rohit Ahluwalia,Bengaluru,2024-08-03,Basic,1,2712.29,2024-05-09,S3,1
CU00446,Farhan Desai,Bengaluru,2025-10-01,Basic,5,12189.58,2025-11-08,S1,0
CU00447,Manav Sethi,Bengaluru,2024-08-03,Platinum,6,11440.32,2025-11-23,S2,0
CU00448,Tanvi Ahluwalia,Bengaluru,2025-02-06,Basic,4,15865.36,2025-11-26,S1,0
CU00449,Rishi Chopra,Bengaluru,2024-04-30,Basic,5,15374.67,2025-11-16,S1,0
CU00450,Meher Sethi,Bengaluru,2024-07-14,Basic,4,9301.75,2025-11-11,S3,0
CU00451,Ishita Desai,Bengaluru,2023-10-13,Silver,5,7222.28,2024-12-10,S2,1
CU00452,Ishita Sethi,Bengaluru,2023-06-03,Platinum,1,3474.13,2025-11-07,S3,0
CU00453,Anika Sethi,Bengaluru,2023-10-13,Silver,10,24326.76,2025-11-29,S3,0
CU00454,Aditya Chatterjee,Bengaluru,2025-04-12,Gold,7,12798.08,2025-11-18,S2,0
CU00455,Kriti Bhatia,Bengaluru,2023-12-17,Gold,5,16035.7,2025-11-22,S3,0
CU00456,Aisha Bhatia,Bengaluru,2024-06-18,Gold,6,24511.58,2025-11-08,S2,0
CU00457,Kriti Chatterjee,Bengaluru,2025-01-06,Basic,5,21720.74,2025-11-28,S3,0
CU00458,Meher Rane,Bengaluru,2025-08-14,Gold,4,9938.06,2025-11-29,S1,0
CU00459,Simran Chatterjee,Bengaluru,2024-05-24,Gold,3,12282.95,2024-05-11,S3,1
CU00460,Tanvi Bose,Bengaluru,2024-05-22,Silver,5,15715.2,2025-11-08,S3,0
CU00461,Zara Kapoor,Bengaluru,2023-07-03,Basic,3,12998.11,2025-11-29,S3,0
CU00462,Kabir Desai,Bengaluru,2024-04-24,Silver,2,8985.58,2025-11-09,S3,0
CU00463,Aisha Rane,Bengaluru,2025-08-26,Silver,7,30173.79,2025-11-13,S3,0
CU00464,Tanvi Bhatia,Bengaluru,2025-02-02,Basic,4,11883.0,2025-11-08,S2,0
CU00465,Simran Bose,Bengaluru,2023-12-01,Basic,4,16679.94,2025-11-23,S3,0
CU00466,Yash Chopra,Bengaluru,2024-12-17,Silver,2,7979.06,2025-11-12,S1,0
CU00467,Rishi Rane,Bengaluru,2025-10-20,Basic,2,3736.84,2025-12-01,S2,0
CU00468,Nandini Chopra,Bengaluru,2025-04-10,Basic,4,10109.54,2025-11-07,S2,0
CU00469,Farhan Sethi,Bengaluru,2023-12-20,Silver,6,23003.35,2024-09-22,S1,1
CU00470,Yash Kapoor,Bengaluru,2024-10-22,Gold,4,12430.48,2025-11-13,S3,0
CU00471,Ishita Chopra,Bengaluru,2023-06-21,Silver,8,30230.04,2024-09-06,S1,1
CU00472,Nandini Ahluwalia,Bengaluru,2025-09-25,Basic,2,7254.06,2025-11-17,S1,0
CU00473,Meher Bhatia,Bengaluru,2023-10-22,Gold,6,17041.9,2025-11-07,S3,0
CU00474,Kabir Rane,Bengaluru,2024-02-16,Gold,8,30655.38,2025-11-23,S3,0
CU00475,Kabir Bose,Bengaluru,2025-02-18,Basic,4,17395.43,2025-11-20,S2,0
CU00476,Anika Sethi,Bengaluru,2025-03-05,Basic,3,9781.94,2025-11-30,S2,0
CU00477,Dev Sethi,Bengaluru,2025-03-14,Basic,3,11960.36,2024-01-18,S3,1
CU00478,Naina Malhotra,Bengaluru,2024-02-18,Basic,4,16358.3,2025-11-23,S1,0
CU00479,Vivaan Desai,Bengaluru,2025-02-18,Basic,4,15374.55,2025-11-12,S2,0
CU00480,Kriti Kapoor,Bengaluru,2025-03-11,Silver,3,4281.78,2025-11-07,S3,0
CU00481,Rohit Bose,Bengaluru,2025-11-11,Gold,4,7183.35,2025-11-22,S1,0
CU00482,Vivaan Chatterjee,Bengaluru,2025-02-13,Silver,6,12425.29,2025-11-20,S2,0
CU00483,Ishita Rane,Bengaluru,2024-04-28,Silver,3,12845.36,2025-11-21,S1,0
CU00484,Farhan Bose,Bengaluru,2023-12-14,Gold,5,16861.55,2025-11-12,S1,0
CU00485,Zara Bhatia,Bengaluru,2025-05-23,Basic,1,1739.86,2024-03-07,S2,1
CU00486,Tanvi Bhatia,Bengaluru,2023-10-19,Platinum,4,10581.52,2025-11-13,S2,0
CU00487,Aryan Chopra,Bengaluru,2024-04-14,Silver,2,3360.89,2025-11-19,S2,0
CU00488,Simran Kapoor,Bengaluru,2025-07-16,Basic,2,6806.14,2024-01-06,S3,1
CU00489,Rohit Bose,Bengaluru,2023-08-30,Gold,3,11973.9,2025-11-26,S2,0
CU00490,Farhan Chatterjee,Bengaluru,2025-09-13,Basic,2,7688.36,2025-11-08,S1,0
CU00491,Rishi Bose,Bengaluru,2023-11-26,Basic,3,9282.46,2025-11-12,S3,0
CU00492,Aditya Chopra,Bengaluru,2024-12-01,Gold,1,3000.23,2025-11-09,S1,0
CU00493,Vivaan Malhotra,Bengaluru,2024-09-13,Silver,5,18348.0,2025-11-14,S1,0
CU00494,Aditya Ahluwalia,Bengaluru,2024-08-07,Silver,8,34083.84,2025-11-29,S3,0
CU00495,Naina Desai,Bengaluru,2024-12-16,Gold,3,9998.69,2025-11-20,S1,0
CU00496,Dev Kapoor,Bengaluru,2024-06-14,Basic,4,15065.13,2025-11-07,S3,0
CU00497,Vivaan Sethi,Bengaluru,2025-10-03,Basic,7,27065.3,2025-11-30,S2,0
CU00498,Farhan Malhotra,Bengaluru,2025-08-04,Silver,5,8777.36,2025-11-25,S1,0
CU00499,Rohit Sethi,Bengaluru,2024-03-24,Gold,5,21586.32,2025-11-15,S1,0
CU00500,Farhan Chatterjee,Bengaluru,2024-10-16,Silver,5,19887.86,2025-11-25,S1,0
CU00501,Simran Kapoor,Bengaluru,2023-06-09,Silver,7,26741.16,2025-11-16,S2,0
CU00502,Zara Rane,Bengaluru,2024-07-04,Basic,4,9338.46,2025-12-01,S1,0
CU00503,Kriti Bose,Bengaluru,2024-02-20,Basic,2,2692.99,2025-11-12,S3,0
CU00504,Naina Bhatia,Bengaluru,2024-03-15,Basic,3,8696.97,2025-11-25,S3,0
CU00505,Aisha Sethi,Bengaluru,2024-08-12,Basic,1,3162.0,2025-11-25,S1,0
CU00506,Anika Malhotra,Bengaluru,2025-05-06,Silver,7,20384.18,2025-11-24,S3,0
CU00507,Tanvi Kapoor,Bengaluru,2023-07-10,Basic,3,8299.46,2025-12-01,S1,0
CU00508,Manav Chatterjee,Bengaluru,2023-10-02,Basic,2,8833.15,2025-11-17,S2,0
CU00509,Yash Rane,Bengaluru,2024-10-24,Basic,3,9317.11,2025-11-24,S2,0
CU00510,Naina Desai,Bengaluru,2024-09-23,Basic,1,2344.67,2025-11-21,S3,0
CU00511,Yash Malhotra,Bengaluru,2025-05-30,Gold,5,16396.37,2025-11-29,S3,0
CU00512,Aisha Malhotra,Bengaluru,2024-04-12,Gold,5,9531.19,2024-10-17,S3,1
CU00513,Naina Malhotra,Bengaluru,2023-09-23,Basic,5,8157.52,2025-11-11,S2,0
CU00514,Yash Rane,Bengaluru,2024-04-04,Gold,2,6011.27,2024-05-13,S2,1
CU00515,Anika Chatterjee,Bengaluru,2024-02-14,Silver,3,4573.64,2025-12-01,S2,0
CU00516,Rishi Chopra,Bengaluru,2023-09-18,Basic,3,12545.12,2025-11-09,S2,0
CU00517,Anika Sethi,Bengaluru,2025-08-14,Basic,3,6317.39,2025-11-14,S1,0
CU00518,Yash Sethi,Bengaluru,2024-01-12,Basic,4,17290.94,2025-11-22,S2,0
CU00519,Rohit Sethi,Bengaluru,2025-02-23,Platinum,4,15791.42,2024-09-12,S2,1
CU00520,Naina Malhotra,Bengaluru,2023-09-23,Basic,4,6095.53,2025-11-14,S1,0
CU00521,Zara Rane,Bengaluru,2024-08-09,Silver,2,8565.39,2025-11-24,S1,0
CU00522,Manav Chatterjee,Bengaluru,2024-06-28,Silver,7,25923.96,2025-11-09,S1,0
CU00523,Tanvi Ahluwalia,Bengaluru,2023-10-31,Basic,2,8153.21,2025-11-28,S1,0
CU00524,Manav Chatterjee,Bengaluru,2025-10-16,Basic,4,10603.84,2024-02-05,S2,1
CU00525,Aditya Chopra,Bengaluru,2025-08-23,Basic,1,4264.05,2025-11-19,S2,0
CU00526,Kriti Rane,Bengaluru,2025-11-08,Silver,5,20554.91,2025-11-24,S3,0
CU00527,Yash Bhatia,Bengaluru,2023-09-17,Gold,2,2919.51,2024-09-09,S1,1
CU00528,Tanvi Kapoor,Bengaluru,2024-02-14,Silver,3,10114.8,2024-03-11,S3,1
CU00529,Kriti Chopra,Bengaluru,2023-10-11,Basic,4,17818.61,2025-11-24,S3,0
CU00530,Meher Rane,Bengaluru,2025-04-22,Basic,8,27605.7,2025-11-19,S3,0
CU00531,Zara Kapoor,Bengaluru,2025-10-27,Platinum,3,10923.33,2025-11-23,S3,0
CU00532,Kriti Kapoor,Bengaluru,2025-07-23,Basic,5,14560.22,2024-01-01,S2,1
CU00533,Rishi Malhotra,Bengaluru,2023-07-26,Silver,4,5695.7,2025-11-11,S1,0
CU00534,Meher Chatterjee,Bengaluru,2025-05-10,Basic,1,4495.2,2024-08-17,S1,1
CU00535,Simran Rane,Bengaluru,2024-04-19,Basic,3,8328.82,2025-11-16,S3,0
CU00536,Farhan Kapoor,Bengaluru,2023-12-02,Platinum,8,13653.98,2025-11-17,S1,0
CU00537,Yash Rane,Bengaluru,2023-07-09,Gold,8,34262.48,2025-11-19,S1,0
CU00538,Manav Rane,Bengaluru,2025-03-21,Gold,4,7690.71,2024-08-22,S3,1
CU00539,Anika Chatterjee,Bengaluru,2024-04-19,Basic,2,3557.38,2025-11-21,S1,0
CU00540,Anika Bhatia,Bengaluru,2025-07-18,Basic,7,15131.67,2025-11-13,S1,0
CU00541,Rishi Rane,Bengaluru,2025-05-19,Gold,2,7733.44,2024-05-24,S1,1
CU00542,Anika Desai,Bengaluru,2024-12-16,Basic,6,26333.68,2025-11-08,S1,0
